timestamp,open,high,low,close,volume
1766943780,87813.8,87813.8,87813.7,87813.8,0.11698
1766943840,87813.8,87813.8,87813.7,87813.8,0.118179
1766943900,87813.8,87813.8,87799.9,87812.9,3.323643
1766943960,87812.9,87821.9,87809.9,87821.8,2.623394
1766944020,87821.8,87821.9,87811.6,87815.2,2.678869
1766944080,87815.2,87815.2,87815.1,87815.2,0.068928
1766944140,87815.2,87815.2,87811.1,87811.1,1.367406
1766944200,87811.1,87811.2,87793.2,87793.2,0.735436
1766944260,87793.2,87793.3,87791.6,87791.7,1.049858
1766944320,87791.7,87791.7,87791.6,87791.7,0.117038
1766944380,87791.7,87791.7,87787.7,87787.8,0.459787
1766944440,87787.8,87787.8,87787.7,87787.7,0.165223
1766944500,87787.7,87787.8,87787.7,87787.8,0.07733
1766944560,87787.8,87787.8,87753.3,87757.6,3.811429
1766944620,87757.6,87762.5,87757.6,87762.5,2.57099
1766944680,87762.5,87762.5,87762.4,87762.4,0.222804
1766944740,87762.4,87762.5,87759.1,87759.1,1.934404
1766944800,87759.1,87770.6,87759.1,87759.8,4.648272
1766944860,87759.8,87759.9,87753.7,87753.7,1.169321
1766944920,87753.7,87753.8,87687.5,87701.3,14.054732
1766944980,87701.3,87701.3,87634.2,87640.2,12.034056
1766945040,87640.2,87661.9,87620.5,87661.9,14.118091
1766945100,87661.9,87698.0,87661.9,87689.6,6.253691
1766945160,87689.6,87689.6,87673.2,87679.9,3.96384
1766945220,87679.9,87680.0,87664.0,87664.0,2.274934
1766945280,87664.0,87683.9,87664.0,87683.9,3.304982
1766945340,87683.9,87683.9,87666.7,87679.4,4.951419
1766945400,87679.4,87690.4,87679.4,87690.3,3.381092
1766945460,87690.3,87690.3,87688.5,87688.6,0.151544
1766945520,87688.6,87710.0,87688.5,87709.9,2.045363
1766945580,87709.9,87710.0,87690.0,87690.1,2.034921
1766945640,87690.1,87690.1,87670.9,87676.4,2.110013
1766945700,87676.4,87679.2,87491.9,87533.5,35.481804
1766945760,87533.5,87592.9,87528.6,87592.9,8.477335
1766945820,87592.9,87609.6,87549.6,87596.0,7.625217
1766945880,87596.0,87606.2,87590.9,87603.0,5.912013
1766945940,87603.0,87662.2,87603.0,87637.6,14.5582
1766946000,87637.6,87665.4,87626.7,87656.4,6.696072
1766946060,87656.4,87674.1,87637.3,87674.1,8.368775
1766946120,87674.1,87683.0,87666.1,87666.2,3.280339
1766946180,87666.2,87681.0,87666.1,87672.1,3.230296
1766946240,87672.1,87672.1,87662.6,87662.7,0.873878
1766946300,87662.7,87691.2,87662.6,87691.1,1.449411
1766946360,87691.1,87693.2,87685.1,87693.1,1.660195
1766946420,87693.1,87715.5,87693.1,87715.5,1.874462
1766946480,87715.5,87721.2,87715.5,87721.1,0.997198
1766946540,87721.1,87721.2,87721.1,87721.1,0.103894
1766946600,87721.1,87721.1,87690.0,87720.1,4.738999
1766946660,87720.1,87735.7,87720.1,87735.6,0.351174
1766946720,87735.6,87735.7,87718.5,87722.4,2.270212
1766946780,87722.4,87734.0,87722.4,87734.0,0.583383
1766946840,87734.0,87734.0,87733.9,87734.0,0.242408
1766946900,87734.0,87758.2,87733.9,87748.3,2.709166
1766946960,87748.3,87753.6,87733.3,87733.3,2.350984
1766947020,87733.3,87733.4,87723.6,87728.1,1.747802
1766947080,87728.1,87728.2,87728.1,87728.1,0.104855
1766947140,87728.1,87739.9,87728.1,87739.9,1.242067
1766947200,87739.9,87739.9,87731.8,87731.9,2.234507
1766947260,87731.9,87739.5,87731.8,87739.5,1.188969
1766947320,87739.5,87750.5,87739.4,87750.4,0.575715
1766947380,87750.4,87750.5,87696.1,87703.7,4.414532
1766947440,87703.7,87710.4,87703.7,87710.4,0.487786
1766947500,87710.4,87710.4,87701.3,87706.8,2.844229
1766947560,87706.8,87706.8,87661.7,87661.7,3.060643
1766947620,87661.7,87661.8,87611.0,87640.5,6.281033
1766947680,87640.5,87640.6,87627.6,87637.9,2.306636
1766947740,87637.9,87642.6,87637.8,87642.6,0.532621
1766947800,87642.6,87648.6,87642.5,87648.6,0.229641
1766947860,87648.6,87654.1,87603.0,87603.0,3.262305
1766947920,87603.0,87626.6,87603.0,87622.3,3.449773
1766947980,87622.3,87622.3,87577.2,87577.2,2.292564
1766948040,87577.2,87577.2,87530.1,87558.2,9.453737
1766948100,87558.2,87592.3,87551.4,87590.8,3.185252
1766948160,87590.8,87608.3,87583.8,87608.3,4.524365
1766948220,87608.3,87608.3,87600.9,87604.7,1.439386
1766948280,87604.7,87604.8,87604.7,87604.7,0.057236
1766948340,87604.7,87604.8,87596.1,87596.3,0.816651
1766948400,87596.3,87605.0,87591.3,87604.2,5.390469
1766948460,87604.2,87636.7,87604.2,87636.7,1.213455
1766948520,87636.7,87636.8,87627.6,87627.6,1.139879
1766948580,87627.6,87627.7,87554.9,87562.9,10.941574
1766948640,87562.9,87562.9,87529.5,87529.5,4.043456
1766948700,87529.5,87545.9,87512.6,87545.9,5.336978
1766948760,87545.9,87583.5,87537.3,87583.5,4.002958
1766948820,87583.5,87587.1,87568.4,87587.0,3.530197
1766948880,87587.0,87591.5,87587.0,87591.5,0.700055
1766948940,87591.5,87635.2,87591.4,87635.2,2.28309
1766949000,87635.2,87693.1,87635.2,87667.3,9.241632
1766949060,87667.3,87679.0,87658.6,87666.5,2.575293
1766949120,87666.5,87666.5,87649.0,87649.0,1.710516
1766949180,87649.0,87665.8,87649.0,87665.7,1.626764
1766949240,87665.7,87671.2,87665.7,87671.2,1.377609
1766949300,87671.2,87671.2,87642.4,87642.4,3.111365
1766949360,87642.4,87646.2,87642.4,87646.2,1.479709
1766949420,87646.2,87647.5,87639.6,87639.6,1.320783
1766949480,87639.6,87639.7,87639.6,87639.7,0.130278
1766949540,87639.7,87639.7,87627.3,87627.4,1.324882
1766949600,87627.4,87627.4,87613.8,87613.8,0.720922
1766949660,87613.8,87639.0,87611.5,87639.0,3.646233
1766949720,87639.0,87639.0,87636.5,87636.5,1.572335
1766949780,87636.5,87636.6,87545.9,87545.9,11.107683
1766949840,87545.9,87546.0,87521.6,87546.0,5.600436
1766949900,87546.0,87546.0,87512.7,87518.9,5.920194
1766949960,87518.9,87527.9,87518.9,87527.8,0.375368
1766950020,87527.8,87527.9,87527.8,87527.8,0.419208
1766950080,87527.8,87527.9,87506.7,87518.8,3.354856
1766950140,87518.8,87519.1,87516.5,87516.6,0.879884
1766950200,87516.6,87527.8,87516.5,87527.8,1.190815
1766950260,87527.8,87562.8,87527.7,87548.3,8.077436
1766950320,87548.3,87614.4,87548.2,87614.4,7.17129
1766950380,87614.4,87614.4,87588.8,87588.8,3.225676
1766950440,87588.8,87642.5,87588.8,87625.5,9.780638
1766950500,87625.5,87635.4,87617.8,87635.4,1.638517
1766950560,87635.4,87635.4,87625.3,87625.3,1.493676
1766950620,87625.3,87625.4,87617.0,87617.0,1.532078
1766950680,87617.0,87617.1,87613.1,87613.1,0.182745
1766950740,87613.1,87616.7,87613.1,87616.7,1.691464
1766950800,87616.7,87626.5,87616.7,87626.4,0.964425
1766950860,87626.4,87626.5,87618.9,87623.7,2.481144
1766950920,87623.7,87632.1,87623.6,87623.7,5.685126
1766950980,87623.7,87623.8,87623.7,87623.7,0.137601
1766951040,87623.7,87632.1,87590.6,87603.5,16.905222
1766951100,87603.5,87603.5,87586.3,87600.9,3.424044
1766951160,87600.9,87619.2,87600.9,87619.2,1.286276
1766951220,87619.2,87619.2,87606.5,87606.6,4.789305
1766951280,87606.6,87614.0,87606.5,87614.0,3.709094
1766951340,87614.0,87614.0,87613.9,87614.0,0.063631
1766951400,87614.0,87614.0,87613.9,87614.0,0.072858
1766951460,87614.0,87614.0,87589.3,87589.3,2.416212
1766951520,87589.3,87589.3,87569.7,87574.4,2.641513
1766951580,87574.4,87574.5,87574.4,87574.5,0.145067
1766951640,87574.5,87574.5,87574.4,87574.5,0.091483
1766951700,87574.5,87574.5,87570.4,87570.5,0.170173
1766951760,87570.5,87570.5,87547.5,87547.5,0.509243
1766951820,87547.5,87553.0,87547.5,87548.9,2.327245
1766951880,87548.9,87553.0,87548.8,87552.9,0.524982
1766951940,87552.9,87556.7,87527.6,87527.6,3.40689
1766952000,87527.6,87551.8,87527.6,87542.4,3.885716
1766952060,87542.4,87545.6,87528.2,87528.3,2.361
1766952120,87528.3,87535.6,87528.3,87535.1,4.437413
1766952180,87535.1,87535.1,87503.9,87515.4,8.454961
1766952240,87515.4,87524.6,87500.7,87500.7,2.683944
1766952300,87500.7,87500.8,87450.5,87475.5,6.033489
1766952360,87475.5,87527.0,87475.4,87526.9,2.421838
1766952420,87526.9,87574.5,87526.9,87574.4,2.89067
1766952480,87574.4,87574.5,87574.4,87574.4,0.111628
1766952540,87574.4,87574.5,87545.3,87548.4,3.21881
1766952600,87548.4,87548.5,87492.9,87497.0,5.198556
1766952660,87497.0,87514.6,87497.0,87504.6,3.122633
1766952720,87504.6,87509.8,87504.6,87509.7,1.21073
1766952780,87509.7,87509.8,87509.7,87509.7,0.11566
1766952840,87509.7,87509.8,87509.7,87509.7,0.107367
1766952900,87509.7,87552.8,87509.7,87552.8,0.916912
1766952960,87552.8,87587.9,87552.8,87562.3,4.958793
1766953020,87562.3,87562.3,87562.2,87562.3,0.125972
1766953080,87562.3,87578.0,87562.3,87577.9,2.064094
1766953140,87577.9,87578.0,87577.9,87578.0,0.01021
1766953200,87578.0,87578.0,87560.8,87560.8,1.972584
1766953260,87560.8,87568.2,87560.8,87568.2,0.931833
1766953320,87568.2,87568.2,87568.1,87568.2,0.095793
1766953380,87568.2,87576.6,87568.1,87576.6,0.879411
1766953440,87576.6,87576.6,87576.5,87576.5,0.060667
1766953500,87576.5,87576.6,87556.7,87556.8,1.64341
1766953560,87556.8,87563.0,87556.7,87563.0,2.71732
1766953620,87563.0,87563.0,87562.9,87563.0,0.052638
1766953680,87563.0,87563.6,87562.9,87563.5,0.911042
1766953740,87563.5,87573.1,87563.5,87573.1,0.366265
1766953800,87573.1,87573.1,87573.0,87573.1,0.167615
1766953860,87573.1,87573.1,87573.0,87573.0,0.254631
1766953920,87573.0,87611.9,87573.0,87611.9,1.058052
1766953980,87611.9,87611.9,87611.8,87611.9,0.86706
1766954040,87611.9,87611.9,87591.7,87601.7,3.439307
1766954100,87601.7,87601.8,87601.7,87601.8,0.138901
1766954160,87601.8,87605.3,87595.6,87595.6,4.817887
1766954220,87595.6,87595.7,87595.6,87595.6,0.110085
1766954280,87595.6,87595.7,87595.6,87595.7,0.060445
1766954340,87595.7,87595.7,87595.6,87595.6,0.079687
1766954400,87595.6,87607.7,87595.6,87607.7,1.250676
1766954460,87607.7,87607.7,87600.2,87600.2,1.819285
1766954520,87600.2,87600.3,87600.2,87600.2,0.048144
1766954580,87600.2,87600.3,87600.2,87600.2,0.111424
1766954640,87600.2,87600.3,87600.2,87600.2,0.196598
1766954700,87600.2,87600.3,87583.1,87583.2,1.603761
1766954760,87583.2,87593.2,87583.1,87593.1,1.764999
1766954820,87593.1,87593.2,87577.8,87577.9,1.713242
1766954880,87577.9,87606.7,87577.9,87606.6,3.778929
1766954940,87606.6,87633.7,87606.6,87633.7,1.237611
1766955000,87633.7,87653.6,87633.6,87653.5,2.32026
1766955060,87653.5,87653.6,87653.5,87653.6,0.209621
1766955120,87653.6,87653.6,87630.4,87630.4,3.409444
1766955180,87630.4,87630.5,87630.4,87630.5,0.058259
1766955240,87630.5,87630.5,87573.1,87573.2,5.878879
1766955300,87573.2,87573.2,87552.4,87552.4,1.442776
1766955360,87552.4,87552.4,87546.6,87546.6,0.480238
1766955420,87546.6,87546.7,87541.5,87541.6,0.260133
1766955480,87541.6,87541.6,87541.5,87541.6,0.054486
1766955540,87541.6,87541.6,87514.0,87514.0,5.01377
1766955600,87514.0,87540.6,87514.0,87528.4,5.736883
1766955660,87528.4,87536.9,87528.3,87536.9,1.024597
1766955720,87536.9,87536.9,87502.6,87502.7,4.270879
1766955780,87502.7,87502.7,87491.8,87496.7,2.407368
1766955840,87496.7,87510.6,87496.6,87497.0,2.964269
1766955900,87497.0,87497.0,87437.8,87493.8,6.103094
1766955960,87493.8,87493.8,87469.3,87491.7,5.403
1766956020,87491.7,87491.8,87465.0,87470.1,3.754361
1766956080,87470.1,87484.7,87453.5,87469.0,5.257926
1766956140,87469.0,87529.8,87468.9,87529.7,4.903113
1766956200,87529.7,87529.8,87515.9,87515.9,2.437236
1766956260,87515.9,87542.5,87497.4,87497.7,6.20712
1766956320,87497.7,87543.4,87497.7,87543.4,3.788379
1766956380,87543.4,87543.4,87533.4,87543.3,3.160226
1766956440,87543.3,87548.9,87543.3,87548.8,1.908944
1766956500,87548.8,87574.9,87548.8,87574.8,1.771817
1766956560,87574.8,87579.6,87574.8,87579.5,0.622251
1766956620,87579.5,87583.5,87579.5,87583.4,1.009527
1766956680,87583.4,87583.5,87549.6,87549.6,3.192548
1766956740,87549.6,87575.0,87542.2,87555.1,4.905934
1766956800,87555.1,87555.2,87539.4,87539.5,0.532967
1766956860,87539.5,87539.5,87529.6,87529.6,0.801345
1766956920,87529.6,87529.7,87502.9,87506.2,2.596167
1766956980,87506.2,87506.2,87506.1,87506.2,0.091581
1766957040,87506.2,87513.5,87506.1,87513.5,1.265593
1766957100,87513.5,87513.5,87500.0,87500.1,1.621158
1766957160,87500.1,87539.5,87500.0,87539.4,3.259425
1766957220,87539.4,87539.5,87526.4,87526.4,1.309194
1766957280,87526.4,87537.3,87526.4,87537.3,1.096151
1766957340,87537.3,87540.0,87537.2,87540.0,0.060403
1766957400,87540.0,87540.0,87530.7,87530.8,2.629453
1766957460,87530.8,87544.1,87530.7,87544.1,2.314215
1766957520,87544.1,87558.0,87544.0,87548.3,1.617378
1766957580,87548.3,87555.4,87548.3,87555.4,0.470991
1766957640,87555.4,87555.4,87555.3,87555.4,0.063993
1766957700,87555.4,87573.4,87555.3,87573.4,3.882661
1766957760,87573.4,87595.3,87573.3,87586.5,3.590314
1766957820,87586.5,87586.5,87586.4,87586.4,0.23368
1766957880,87586.4,87586.5,87586.4,87586.4,0.067423
